IndividuID,Continent,Age,Sexe,EducationAnnees,Travaille,AccesInternet,TailleMenage,RevenuMensuel,DepensesMensuelles
4763,Oceanie,23.0,Femme,6.0,Non,0.0,5.0,2882.2,2099.9
4764,AmeriqueDuNord,29.0,Homme,7.0,Oui,0.0,6.0,4136.5,3160.6
4765,Antarctique,25.0,Femme,9.0,,1.0,5.0,4817.5,3567.5
4766,Europe,36.0,Femme,10.0,Oui,,5.0,4986.4,3850.9
4767,Oceanie,35.0,Femme,12.0,Non,0.0,5.0,4211.9,2990.1
4768,Asie,25.0,Homme,11.0,Oui,0.0,3.0,4968.7,3187.0
4769,Antarctique,42.0,Femme,14.0,Non,1.0,5.0,5703.0,3436.7
4770,AmeriqueDuNord,25.0,Femme,9.0,Oui,0.0,4.0,4478.2,2835.6
4771,Asie,35.0,Femme,10.0,Oui,1.0,4.0,5248.4,3019.8
4772,Antarctique,38.0,Femme,7.0,Non,,,4389.9,3527.0
4773,AmeriqueDuNord,27.0,Femme,11.0,Oui,0.0,3.0,4500.2,3052.1
4774,Antarctique,29.0,Femme,,Oui,0.0,3.0,2910.1,2168.8
4775,Asie,35.0,Femme,14.0,Oui,1.0,2.0,5325.1,3885.2
4776,Asie,26.0,Homme,9.0,Non,0.0,5.0,3322.9,2372.5
4777,AmeriqueDuNord,25.0,Femme,7.0,Non,0.0,3.0,3605.1,2832.1
4778,Asie,45.0,Femme,13.0,Oui,,4.0,5330.3,3173.6
4779,Oceanie,40.0,Homme,,Non,1.0,,2649.1,2171.8
4780,Antarctique,35.0,Femme,7.0,Non,1.0,2.0,4601.1,3049.5
4781,AmeriqueDuSud,32.0,Homme,11.0,Non,0.0,5.0,3790.0,2341.7
4782,Antarctique,,Homme,13.0,Oui,1.0,5.0,5905.8,4134.2
4783,AmeriqueDuSud,25.0,Homme,13.0,Non,1.0,5.0,4781.1,2849.7
4784,AmeriqueDuNord,46.0,Femme,9.0,Non,0.0,5.0,,
4785,AmeriqueDuSud,43.0,Homme,8.0,Non,0.0,5.0,2840.9,2328.8
4786,Asie,29.0,Femme,12.0,Oui,,3.0,,
4787,Asie,32.0,Homme,14.0,Oui,0.0,4.0,5614.2,3730.9
4788,Antarctique,43.0,Homme,11.0,Oui,0.0,4.0,5949.6,3502.4
4789,Antarctique,35.0,Homme,8.0,Oui,0.0,4.0,4819.6,3590.1
4790,Antarctique,27.0,Femme,8.0,Oui,1.0,,5664.2,4609.5
4791,AmeriqueDuSud,30.0,Femme,13.0,Non,0.0,6.0,4106.9,3316.3
4792,Europe,25.0,Homme,11.0,Oui,0.0,5.0,5441.6,4109.4
4793,Oceanie,31.0,Femme,13.0,Oui,1.0,4.0,5742.2,4387.3
4794,Asie,41.0,Homme,13.0,Oui,0.0,4.0,5733.9,3952.8
4795,Asie,30.0,Femme,13.0,Oui,0.0,5.0,4849.7,3166.4
4796,Asie,29.0,Homme,8.0,Oui,1.0,3.0,4934.1,3267.1
4797,Europe,27.0,Homme,9.0,Oui,0.0,4.0,5358.4,3761.5
4798,AmeriqueDuSud,45.0,Homme,9.0,Oui,1.0,4.0,4927.3,4060.6
4799,Asie,43.0,Femme,7.0,Non,1.0,4.0,2970.1,2275.4
4800,AmeriqueDuNord,41.0,Femme,14.0,Non,1.0,5.0,4822.7,3271.5
4801,Antarctique,40.0,Homme,14.0,Oui,0.0,2.0,6250.9,4550.8
4802,AmeriqueDuNord,35.0,Femme,7.0,Oui,1.0,,5039.6,3392.3
4803,Europe,46.0,Homme,6.0,Oui,1.0,5.0,4988.8,3147.2
4804,AmeriqueDuSud,41.0,Homme,8.0,Non,1.0,5.0,3523.8,2773.4
4805,Europe,42.0,Femme,14.0,Oui,1.0,2.0,6595.7,5133.5
4806,Asie,28.0,Femme,13.0,Non,1.0,3.0,5000.1,3262.4
4807,Europe,24.0,Homme,10.0,Non,1.0,3.0,4171.3,2476.8
4808,Europe,45.0,Homme,9.0,Oui,0.0,6.0,5248.0,3411.8
4809,Antarctique,,Femme,13.0,Non,0.0,3.0,4034.6,2969.7
4810,Oceanie,29.0,Femme,6.0,Oui,1.0,5.0,4334.2,2818.2
4811,AmeriqueDuSud,31.0,Homme,12.0,Non,,,4566.0,2829.4
4812,Afrique,24.0,Femme,11.0,Non,0.0,5.0,2587.8,1671.9
4813,AmeriqueDuSud,42.0,Femme,9.0,Oui,1.0,3.0,4543.1,3162.0
4814,Oceanie,31.0,Femme,7.0,Oui,1.0,3.0,4363.2,3158.5
4815,Antarctique,39.0,Homme,7.0,Non,1.0,3.0,4473.9,2708.2
4816,Antarctique,37.0,Homme,14.0,Oui,1.0,3.0,6562.2,4775.6
4817,Oceanie,46.0,Femme,7.0,Oui,1.0,6.0,4147.2,2568.8
4818,Oceanie,35.0,Femme,12.0,Oui,,,5216.9,3093.1
4819,Oceanie,42.0,Homme,14.0,Non,1.0,3.0,,
4820,Antarctique,39.0,Homme,12.0,Oui,0.0,5.0,5408.7,3845.5
4821,Antarctique,37.0,Homme,13.0,,1.0,4.0,5374.6,3816.5
4822,Asie,24.0,Femme,10.0,Oui,,,4399.3,3069.9
4823,Oceanie,38.0,Femme,7.0,Oui,1.0,4.0,4815.8,3073.6
4824,Asie,44.0,Femme,7.0,,0.0,4.0,3131.6,2434.2
4825,Europe,29.0,Homme,6.0,Non,,4.0,3425.5,2339.2
4826,AmeriqueDuSud,31.0,Femme,8.0,Non,1.0,4.0,3778.4,2828.7
4827,Europe,23.0,Homme,13.0,Oui,0.0,5.0,5508.7,4185.8
4828,AmeriqueDuSud,41.0,Homme,8.0,Non,,4.0,3530.5,2582.3
4829,Asie,37.0,Femme,10.0,Non,0.0,2.0,4264.5,2772.8
4830,Europe,32.0,Homme,13.0,Oui,1.0,3.0,5937.1,3664.8
4831,Europe,32.0,Femme,,Oui,,5.0,2576.4,2113.3
4832,Afrique,42.0,Femme,8.0,Non,0.0,6.0,2624.9,2012.7
4833,AmeriqueDuSud,41.0,Femme,11.0,Oui,1.0,6.0,4281.6,3243.9
4834,AmeriqueDuNord,36.0,Femme,10.0,Oui,1.0,5.0,5075.7,3630.0
4835,AmeriqueDuSud,37.0,Homme,13.0,Oui,,3.0,4671.8,3487.1
4836,Oceanie,25.0,Femme,11.0,,0.0,5.0,4349.7,2931.9
4837,Antarctique,38.0,Homme,14.0,,1.0,6.0,5754.7,3997.5
4838,Afrique,36.0,Homme,6.0,,0.0,5.0,2120.1,1698.9
4839,Oceanie,36.0,Femme,10.0,Non,,5.0,4506.3,3080.9
4840,AmeriqueDuNord,39.0,Femme,14.0,Oui,1.0,4.0,5882.1,3415.9
4841,AmeriqueDuSud,33.0,Homme,12.0,,0.0,2.0,3948.9,2558.0
4842,Oceanie,,Femme,7.0,Oui,0.0,4.0,3905.3,3216.6
4843,Asie,46.0,Homme,8.0,Oui,1.0,4.0,4578.9,2790.5
4844,AmeriqueDuSud,38.0,Homme,12.0,Oui,1.0,5.0,5528.0,3663.5
4845,Oceanie,47.0,Femme,13.0,Non,,2.0,5086.2,3603.9
4846,Antarctique,23.0,Homme,13.0,Non,0.0,2.0,,
4847,AmeriqueDuSud,43.0,Femme,11.0,Oui,,3.0,,
4848,Antarctique,32.0,Femme,6.0,Non,0.0,2.0,4102.3,2560.7
4849,Antarctique,44.0,Femme,11.0,Non,1.0,3.0,5266.6,3641.4
4850,AmeriqueDuNord,41.0,Femme,7.0,Oui,1.0,4.0,4888.8,3930.8
4851,AmeriqueDuNord,24.0,Femme,10.0,Non,1.0,,4421.7,2665.6
4852,Antarctique,36.0,Femme,8.0,Non,0.0,4.0,4086.2,2754.6
4853,AmeriqueDuNord,41.0,Femme,6.0,Oui,1.0,4.0,4105.8,2741.4
4854,Asie,41.0,Femme,14.0,Oui,0.0,3.0,5283.4,3959.4
4855,Europe,39.0,Homme,12.0,Non,1.0,3.0,5303.7,3288.7
4856,Europe,43.0,Femme,8.0,,1.0,,4191.2,3176.7
4857,Asie,26.0,Homme,13.0,,1.0,4.0,4953.6,3464.7
4858,Asie,28.0,Homme,11.0,Oui,0.0,6.0,4949.1,3733.2
4859,Antarctique,42.0,Homme,11.0,Non,,5.0,4847.6,3065.8
4860,Europe,38.0,Homme,12.0,Non,0.0,6.0,5057.8,3170.2
4861,Antarctique,34.0,Femme,8.0,Oui,1.0,4.0,4754.4,3226.9
4862,AmeriqueDuSud,29.0,Homme,12.0,Non,1.0,5.0,3828.2,2480.7
4863,Europe,36.0,Homme,10.0,Non,0.0,3.0,4013.3,3036.8
4864,Oceanie,40.0,Homme,6.0,Oui,1.0,,5183.2,3833.5
4865,AmeriqueDuSud,36.0,Femme,10.0,Oui,0.0,3.0,3937.4,2548.6
4866,Asie,41.0,Homme,13.0,Oui,,3.0,5294.6,3452.1
4867,Afrique,24.0,Femme,7.0,Non,,3.0,2021.1,1522.7
4868,Oceanie,44.0,Femme,7.0,Oui,0.0,6.0,,
4869,Asie,42.0,Homme,12.0,Oui,1.0,5.0,5038.8,3658.1
4870,Afrique,37.0,Homme,12.0,Non,0.0,4.0,4048.8,2775.5
4871,Oceanie,27.0,Femme,7.0,Non,,6.0,3412.8,2468.3
4872,Asie,,Femme,13.0,Non,0.0,4.0,3594.6,2613.4
4873,AmeriqueDuSud,25.0,Femme,10.0,Non,0.0,3.0,3013.1,1999.2
4874,AmeriqueDuSud,43.0,Femme,14.0,Non,1.0,5.0,4788.8,2980.2
4875,Afrique,39.0,Femme,7.0,Oui,0.0,2.0,3356.0,2305.6
4876,AmeriqueDuSud,40.0,Homme,12.0,Non,1.0,4.0,,
4877,AmeriqueDuNord,38.0,Femme,6.0,Oui,1.0,5.0,4425.5,2866.7
4878,Asie,33.0,Homme,6.0,Non,0.0,4.0,,
4879,Asie,25.0,Homme,10.0,Oui,1.0,4.0,5317.5,3589.2
4880,Asie,44.0,Femme,11.0,Oui,1.0,5.0,5212.1,3115.7
4881,Antarctique,24.0,Homme,,Non,1.0,5.0,2427.6,1693.8
4882,AmeriqueDuNord,37.0,Femme,11.0,Non,0.0,2.0,3958.7,2687.7
4883,AmeriqueDuNord,24.0,Homme,11.0,Oui,0.0,3.0,5577.7,4067.8
4884,AmeriqueDuSud,24.0,Homme,12.0,Oui,0.0,4.0,5100.6,3625.1
4885,AmeriqueDuSud,46.0,Femme,11.0,Non,1.0,4.0,4138.8,3179.5
4886,AmeriqueDuNord,27.0,Homme,8.0,Oui,0.0,2.0,4907.0,3303.2
4887,Asie,25.0,Femme,9.0,Non,1.0,4.0,3344.1,2306.1
4888,Afrique,35.0,Femme,11.0,Non,0.0,4.0,2913.1,2081.4
4889,Asie,40.0,Homme,13.0,Non,0.0,4.0,4515.3,3659.3
4890,Asie,40.0,Femme,11.0,Non,1.0,3.0,4545.2,2925.7
4891,Oceanie,30.0,Homme,14.0,Non,,5.0,5147.6,3421.7
4892,Antarctique,42.0,Homme,7.0,Oui,0.0,,5533.4,3562.0
4893,AmeriqueDuNord,46.0,Femme,6.0,Oui,,4.0,4058.5,2342.9
4894,Asie,35.0,Homme,12.0,Non,1.0,5.0,4131.1,2699.0
4895,Afrique,32.0,Homme,11.0,Non,0.0,6.0,3455.5,2049.9
4896,Afrique,37.0,Homme,9.0,Oui,1.0,3.0,4180.0,2758.1
4897,Antarctique,40.0,Femme,14.0,Non,0.0,3.0,5270.0,3625.3
4898,AmeriqueDuSud,26.0,Homme,10.0,Non,1.0,4.0,3526.4,2905.9
4899,Oceanie,28.0,Homme,10.0,Oui,1.0,4.0,5163.0,3291.9
4900,Europe,45.0,Femme,14.0,Oui,1.0,6.0,6123.5,3628.6
4901,Afrique,,Homme,13.0,Non,0.0,3.0,2800.1,1918.1
4902,AmeriqueDuSud,42.0,Homme,11.0,Oui,0.0,5.0,5176.6,3014.9
4903,Antarctique,33.0,Homme,13.0,Non,1.0,4.0,5457.6,4003.4
4904,Oceanie,25.0,Femme,13.0,Non,1.0,,4939.2,3014.3
4905,Europe,38.0,Homme,10.0,Oui,0.0,4.0,4932.1,3154.2
4906,Asie,42.0,Femme,10.0,Non,0.0,5.0,4178.4,2702.1
4907,Europe,34.0,Homme,13.0,Oui,0.0,5.0,5994.5,4163.2
4908,Antarctique,27.0,Femme,8.0,Non,0.0,2.0,4382.1,3406.4
4909,Oceanie,38.0,Homme,10.0,Oui,,4.0,5541.7,3956.0
4910,AmeriqueDuNord,,Homme,7.0,Non,1.0,4.0,3335.9,2384.3
4911,Asie,44.0,Homme,9.0,Oui,0.0,2.0,5061.7,3423.0
4912,Europe,34.0,Femme,11.0,Oui,0.0,4.0,5213.5,3780.2
4913,Asie,44.0,Homme,8.0,Oui,1.0,4.0,4598.8,3349.1
4914,AmeriqueDuSud,,Femme,9.0,Non,1.0,6.0,3291.8,2232.7
4915,Oceanie,45.0,Homme,8.0,Non,0.0,5.0,4035.8,3173.0
4916,Oceanie,34.0,Homme,7.0,Oui,0.0,3.0,4195.3,2852.2
4917,Oceanie,46.0,Homme,9.0,Oui,0.0,5.0,5240.3,3219.9
4918,AmeriqueDuNord,28.0,Homme,,Non,1.0,2.0,2728.9,1607.0
4919,AmeriqueDuNord,24.0,Homme,10.0,Oui,,3.0,4506.5,2886.6
4920,Asie,45.0,Homme,8.0,Non,1.0,3.0,4353.0,3178.5
4921,Europe,27.0,Femme,8.0,Oui,1.0,3.0,5080.4,4006.0
4922,Europe,41.0,Femme,,Non,,5.0,2311.9,1703.5
4923,Afrique,30.0,Homme,12.0,Oui,1.0,3.0,4524.6,3575.2
4924,Oceanie,32.0,Femme,7.0,Non,1.0,4.0,3803.0,2376.2
4925,Antarctique,46.0,Homme,10.0,Non,0.0,5.0,4434.3,2750.5
4926,Oceanie,28.0,Homme,13.0,Non,1.0,6.0,5180.6,3763.7
4927,Antarctique,31.0,Homme,7.0,Oui,,5.0,4847.9,2811.3
4928,Asie,27.0,Femme,8.0,Oui,1.0,3.0,4804.5,3804.2
4929,Asie,47.0,Femme,6.0,Non,1.0,4.0,3367.2,2190.8
4930,Europe,,Homme,11.0,Oui,,5.0,4320.9,3242.0
4931,Oceanie,29.0,Homme,11.0,Oui,1.0,5.0,5132.3,3587.5
4932,Oceanie,30.0,Femme,,Oui,1.0,,3469.2,2450.3
4933,AmeriqueDuSud,25.0,Femme,9.0,Oui,,3.0,3570.8,2190.8
4934,Asie,25.0,Femme,9.0,Non,1.0,6.0,3369.9,2388.7
4935,Asie,38.0,Homme,8.0,Non,1.0,2.0,4100.0,3358.5
4936,Europe,28.0,Homme,12.0,Non,0.0,2.0,4789.9,3081.3
4937,AmeriqueDuNord,32.0,Femme,12.0,Oui,1.0,5.0,5130.3,3247.7
4938,Asie,31.0,Femme,12.0,Non,1.0,3.0,4323.3,3004.9
4939,Afrique,30.0,Femme,10.0,Non,1.0,6.0,2830.2,2258.9
4940,Europe,26.0,Homme,10.0,Non,0.0,4.0,4582.5,2717.7
4941,Europe,,Homme,12.0,Oui,,4.0,4522.9,3262.6
4942,Europe,41.0,Femme,9.0,Non,0.0,3.0,,
4943,AmeriqueDuNord,26.0,Homme,11.0,Non,0.0,5.0,4694.2,2752.0
4944,Oceanie,,Homme,12.0,Non,1.0,,4779.1,3534.0
4945,AmeriqueDuSud,39.0,Homme,12.0,Oui,1.0,5.0,5250.5,3960.7
4946,AmeriqueDuSud,35.0,Femme,9.0,Oui,1.0,4.0,4116.4,3019.8
4947,AmeriqueDuSud,44.0,Homme,12.0,Oui,0.0,5.0,4523.9,3233.4
4948,AmeriqueDuSud,37.0,Femme,,Non,0.0,5.0,1746.3,1422.7
4949,AmeriqueDuSud,25.0,Homme,13.0,Oui,0.0,6.0,4632.9,2825.8
4950,Europe,39.0,Femme,,Non,1.0,5.0,2114.4,1766.3
4951,Europe,23.0,Femme,8.0,Oui,1.0,4.0,5127.4,3295.5
4952,Oceanie,33.0,Femme,7.0,Oui,0.0,4.0,4251.1,3491.2
4953,AmeriqueDuNord,23.0,Homme,8.0,Non,1.0,2.0,4287.2,2834.6
4954,Antarctique,30.0,Femme,12.0,Oui,0.0,4.0,5218.2,3759.0
4955,AmeriqueDuSud,36.0,Homme,13.0,Oui,0.0,2.0,5034.6,3867.1
4956,Europe,,Homme,13.0,Non,0.0,4.0,,
4957,Oceanie,44.0,Homme,8.0,Oui,1.0,3.0,5528.9,3741.2
4958,AmeriqueDuNord,45.0,Femme,13.0,Oui,1.0,2.0,6022.0,4105.9
4959,Afrique,36.0,Homme,8.0,Non,1.0,5.0,2596.9,1805.6
4960,Oceanie,43.0,Femme,,Oui,1.0,4.0,3317.1,2024.6
4961,Afrique,44.0,Femme,6.0,Oui,0.0,4.0,3369.4,2419.2
4962,AmeriqueDuNord,,Femme,11.0,Oui,1.0,2.0,4733.4,2768.3
4963,Oceanie,24.0,Femme,9.0,Non,0.0,5.0,3469.9,1951.8
4964,AmeriqueDuNord,33.0,Femme,9.0,Non,0.0,5.0,3234.9,2520.9
4965,AmeriqueDuSud,25.0,Homme,10.0,Oui,0.0,5.0,3904.4,2824.6
4966,Antarctique,26.0,Homme,6.0,Oui,0.0,4.0,5035.1,3093.3
4967,Antarctique,,Femme,7.0,Oui,1.0,3.0,4557.2,3303.2
4968,AmeriqueDuNord,24.0,Femme,12.0,Non,0.0,6.0,3732.9,2882.4
4969,Oceanie,31.0,Femme,,Non,0.0,6.0,1992.7,1381.6
4970,Afrique,,Homme,6.0,Non,0.0,4.0,2001.7,1476.8
4971,AmeriqueDuSud,44.0,Femme,7.0,Non,1.0,5.0,2747.8,1753.8
4972,Afrique,44.0,Homme,7.0,Non,0.0,2.0,2701.6,1697.7
4973,AmeriqueDuNord,27.0,Homme,7.0,Non,1.0,5.0,3514.6,2151.8
4974,AmeriqueDuSud,27.0,Homme,7.0,Oui,0.0,3.0,4261.4,2840.0
4975,Antarctique,27.0,Homme,9.0,Oui,1.0,3.0,,
4976,Asie,31.0,Homme,9.0,Oui,0.0,,4312.9,3311.2
4977,Afrique,47.0,Femme,10.0,Non,1.0,3.0,3719.5,2960.4
4978,Oceanie,42.0,Femme,11.0,Non,0.0,5.0,4772.2,3515.1
4979,Afrique,25.0,Homme,12.0,Oui,0.0,3.0,4575.2,3133.1
4980,Oceanie,47.0,Homme,8.0,Oui,0.0,5.0,4353.2,3402.4
4981,Oceanie,39.0,Femme,7.0,Non,1.0,4.0,3908.5,2415.4
4982,Afrique,44.0,Femme,13.0,Oui,,6.0,4540.7,3115.0
4983,AmeriqueDuSud,47.0,Homme,9.0,Oui,1.0,5.0,4226.0,3068.0
4984,Asie,24.0,Femme,10.0,Oui,1.0,5.0,4238.5,3110.6
4985,Oceanie,29.0,Femme,7.0,Non,0.0,2.0,3799.9,2620.4
4986,Asie,37.0,Femme,9.0,Oui,1.0,2.0,4690.2,3106.8
4987,Antarctique,27.0,Femme,13.0,Oui,1.0,5.0,6089.6,4068.7
4988,Afrique,30.0,Homme,10.0,Non,0.0,3.0,3482.2,2581.4
4989,Antarctique,23.0,Femme,12.0,Non,0.0,2.0,4799.9,3394.7
4990,AmeriqueDuNord,39.0,Homme,14.0,Non,,2.0,4767.7,3260.3
4991,Antarctique,36.0,Homme,9.0,Oui,1.0,3.0,5422.6,4099.0
4992,Oceanie,32.0,Homme,14.0,Non,0.0,2.0,5490.4,3498.3
4993,Asie,35.0,Homme,9.0,Non,1.0,2.0,3682.8,2589.7
4994,Oceanie,38.0,Homme,9.0,Non,1.0,4.0,4743.8,3169.1
4995,Antarctique,31.0,Femme,6.0,,0.0,5.0,3300.6,2129.5
4996,Asie,36.0,Homme,13.0,Oui,,5.0,5407.3,3700.6
4997,Asie,30.0,Femme,9.0,Non,1.0,4.0,3265.5,2394.2
4998,Antarctique,30.0,Homme,12.0,Non,1.0,5.0,5089.5,3287.1
4999,Afrique,33.0,Femme,7.0,Oui,,2.0,3274.7,2050.6
5000,AmeriqueDuNord,,Femme,12.0,Non,1.0,4.0,,
5001,AmeriqueDuSud,30.0,Homme,14.0,Oui,0.0,3.0,5740.4,3288.8
5002,Asie,38.0,Femme,8.0,Oui,0.0,4.0,4370.4,2497.5
5003,AmeriqueDuNord,,Femme,9.0,,0.0,5.0,3355.1,2234.3
5004,AmeriqueDuNord,39.0,Femme,7.0,Non,0.0,6.0,,
5005,Antarctique,,Homme,14.0,Non,1.0,5.0,5289.5,4154.7
5006,AmeriqueDuNord,30.0,Homme,13.0,Oui,0.0,4.0,6008.3,4075.4
5007,AmeriqueDuSud,45.0,Femme,13.0,Non,1.0,6.0,3865.9,2718.5
5008,AmeriqueDuSud,32.0,Femme,8.0,Oui,0.0,6.0,3808.0,2580.5
5009,Afrique,36.0,Homme,8.0,Oui,1.0,5.0,3604.3,2275.5
5010,Afrique,,Femme,13.0,Oui,0.0,5.0,4045.3,2518.5
5011,Europe,43.0,Homme,6.0,Non,1.0,2.0,3988.9,2902.1
5012,Afrique,31.0,Femme,11.0,Non,0.0,6.0,3307.3,2088.9
5013,Europe,38.0,Femme,14.0,Non,1.0,3.0,5813.9,4724.7
5014,Afrique,45.0,Homme,13.0,Oui,1.0,5.0,5325.9,3815.4
5015,Europe,45.0,Femme,12.0,Non,0.0,3.0,5065.0,3374.4
5016,Oceanie,28.0,Homme,12.0,Non,1.0,5.0,5176.0,4028.3
5017,Asie,40.0,Femme,12.0,Non,0.0,2.0,3738.1,2506.0
5018,Oceanie,38.0,Femme,9.0,Non,1.0,2.0,4212.3,2703.3
5019,AmeriqueDuNord,33.0,Femme,7.0,Non,0.0,6.0,3017.9,2236.6
5020,Asie,29.0,Homme,13.0,Non,,4.0,4185.4,3036.7
5021,Oceanie,41.0,Homme,7.0,Oui,0.0,3.0,4219.5,3340.4
5022,Oceanie,34.0,Homme,13.0,Oui,1.0,4.0,5900.5,3527.1
5023,Afrique,43.0,Femme,6.0,Non,0.0,2.0,2575.1,2044.3
5024,Asie,,Homme,11.0,Non,1.0,5.0,,
5025,Oceanie,28.0,Homme,10.0,Oui,1.0,3.0,5579.6,4303.5
5026,Oceanie,25.0,Femme,,Oui,0.0,6.0,3016.1,1950.9
5027,Oceanie,32.0,Femme,9.0,Non,1.0,5.0,3879.5,2286.7
5028,Oceanie,46.0,Femme,12.0,Non,0.0,4.0,4524.7,3195.4
5029,AmeriqueDuSud,27.0,Femme,11.0,Non,1.0,2.0,4203.2,3028.1
5030,Oceanie,35.0,Femme,10.0,Non,1.0,2.0,4473.2,3521.7
5031,Oceanie,38.0,Homme,8.0,Non,0.0,5.0,3950.9,2693.3
5032,AmeriqueDuSud,39.0,Homme,10.0,,0.0,3.0,3341.3,2574.4
5033,Asie,36.0,Femme,10.0,Oui,1.0,5.0,4538.7,3059.9
5034,AmeriqueDuSud,28.0,Femme,12.0,Non,,2.0,3468.1,2366.5
5035,Afrique,24.0,Homme,6.0,Oui,0.0,3.0,3368.8,2123.0
5036,Afrique,33.0,Homme,10.0,Oui,0.0,5.0,4007.8,2673.1
5037,AmeriqueDuNord,41.0,Homme,13.0,Non,0.0,,,
5038,Europe,45.0,Homme,6.0,Oui,1.0,4.0,4978.5,2922.2
5039,Asie,41.0,Femme,7.0,Non,0.0,4.0,,
5040,AmeriqueDuSud,40.0,Femme,12.0,Non,,5.0,3709.8,2767.5
5041,Antarctique,28.0,Femme,10.0,Oui,1.0,2.0,5309.6,3096.2
5042,AmeriqueDuNord,23.0,Femme,6.0,Oui,0.0,5.0,3908.8,3039.8
5043,AmeriqueDuSud,42.0,Femme,10.0,Oui,0.0,4.0,4631.3,3551.2
5044,Asie,36.0,Homme,14.0,Non,0.0,4.0,4917.6,3168.5
5045,AmeriqueDuNord,40.0,Femme,9.0,Oui,,3.0,4269.5,2923.5
5046,Oceanie,27.0,Homme,7.0,Oui,,4.0,4127.7,2866.6
5047,Afrique,46.0,Homme,13.0,Oui,1.0,4.0,4600.5,3140.2
5048,Oceanie,42.0,Femme,9.0,Oui,1.0,,5189.1,3561.4
5049,Asie,42.0,Femme,9.0,,0.0,5.0,3226.6,2141.2
5050,Europe,38.0,Femme,12.0,Non,0.0,3.0,4195.5,2614.2
5051,Asie,44.0,Homme,14.0,Non,0.0,4.0,4891.4,3703.9
5052,Afrique,43.0,Femme,13.0,Non,1.0,5.0,4038.7,2900.2
5053,AmeriqueDuSud,34.0,Femme,7.0,Oui,0.0,4.0,3930.2,2767.7
5054,Oceanie,,Femme,,Non,0.0,4.0,1214.6,900.4
5055,Asie,31.0,Femme,8.0,Non,1.0,4.0,3108.1,2336.7
5056,AmeriqueDuNord,40.0,Femme,11.0,Oui,1.0,6.0,5169.2,3691.9
5057,Europe,27.0,Femme,7.0,Non,0.0,4.0,3865.4,3075.2
5058,Oceanie,24.0,Femme,11.0,,1.0,4.0,3955.0,3238.3
5059,Asie,33.0,Homme,12.0,Non,0.0,3.0,4762.5,3183.4
5060,Asie,27.0,Homme,13.0,Non,,5.0,4477.2,3564.3
5061,Antarctique,25.0,Femme,8.0,Non,1.0,5.0,4711.6,3199.7
5062,Afrique,38.0,Femme,12.0,Non,0.0,5.0,2922.1,1851.2
5063,AmeriqueDuSud,30.0,Homme,7.0,Oui,1.0,3.0,3978.9,2519.6
5064,Oceanie,34.0,Homme,13.0,Oui,1.0,3.0,5850.9,4253.4
5065,Asie,26.0,Homme,14.0,Oui,0.0,5.0,5700.6,3642.3
5066,Afrique,29.0,Femme,10.0,Non,1.0,5.0,2889.4,2199.9
5067,AmeriqueDuSud,40.0,Femme,7.0,Non,1.0,4.0,3469.8,2366.2
5068,Antarctique,25.0,Femme,10.0,Oui,0.0,5.0,5443.9,3840.7
5069,AmeriqueDuSud,34.0,Femme,,Non,0.0,6.0,1424.3,752.9
5070,Afrique,39.0,Homme,6.0,Oui,,5.0,2962.6,1992.0
5071,Europe,33.0,Femme,7.0,Non,0.0,6.0,3363.6,2189.6
5072,Antarctique,39.0,Femme,6.0,Oui,1.0,4.0,4878.4,3231.2
5073,Europe,44.0,Femme,10.0,Oui,0.0,4.0,4585.8,3132.1
5074,Antarctique,38.0,Femme,12.0,Oui,1.0,5.0,5992.4,3897.2
5075,Asie,46.0,Femme,9.0,Non,0.0,6.0,2959.8,2260.9
5076,AmeriqueDuSud,26.0,Homme,14.0,Oui,1.0,4.0,5852.2,3595.3
5077,AmeriqueDuNord,,Femme,7.0,Oui,1.0,3.0,3427.0,2267.5
5078,Oceanie,23.0,Femme,10.0,Non,,2.0,3612.6,2395.6
5079,Europe,44.0,Homme,10.0,Oui,0.0,,5782.9,3783.6
5080,Europe,24.0,Homme,12.0,Non,,4.0,4749.5,3618.3
5081,Afrique,31.0,Femme,12.0,Oui,1.0,2.0,4172.7,2893.5
5082,Antarctique,34.0,Homme,,,0.0,4.0,2865.9,2142.8
5083,Antarctique,45.0,Homme,7.0,Oui,1.0,4.0,5229.7,4025.9
5084,Afrique,26.0,Femme,6.0,Non,1.0,4.0,2180.2,1604.4
5085,AmeriqueDuNord,23.0,Femme,13.0,Oui,1.0,3.0,5162.4,3665.5
5086,Antarctique,33.0,Femme,7.0,Non,0.0,4.0,4333.0,2925.0
5087,Antarctique,37.0,Homme,11.0,Oui,0.0,,5715.8,3938.4
5088,Antarctique,,Femme,12.0,Oui,1.0,3.0,5455.3,4193.1
5089,Antarctique,,Femme,9.0,Oui,0.0,,4966.0,3234.0
5090,Antarctique,32.0,Homme,14.0,Non,0.0,,5511.0,3585.2
5091,Oceanie,28.0,Homme,11.0,Non,0.0,5.0,4769.2,3412.3
5092,AmeriqueDuSud,40.0,Femme,10.0,Oui,1.0,6.0,4176.2,2958.8
5093,Asie,36.0,Homme,,Non,0.0,6.0,1333.3,895.1
5094,AmeriqueDuNord,29.0,Homme,11.0,Oui,1.0,5.0,5671.8,4421.1
5095,Asie,47.0,Homme,,Oui,0.0,6.0,2399.4,1752.7
